symbol,price,change,change_percent,timestamp,source
BTC-USD,89486.1328125,0.0,0.0,2025-12-15 15:25:07,yfinance
BTC-USD,89375.8125,0.0,0.0,2025-12-15 15:27:50,yfinance
RON,,0.0,0.0,2025-12-15 15:27:51,yfinance
BTC-USD,89375.8125,0.0,0.0,2025-12-15 15:27:51,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:27:51,yfinance
EURRON=X,5.092639923095703,0.0,0.0,2025-12-15 15:27:55,yfinance
RON,,0.0,0.0,2025-12-15 15:28:01,yfinance
BTC-USD,89375.8125,0.0,0.0,2025-12-15 15:28:01,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:28:01,yfinance
EURRON=X,5.092639923095703,0.0,0.0,2025-12-15 15:28:02,yfinance
RON,,0.0,0.0,2025-12-15 15:28:22,yfinance
BTC-USD,89375.8125,0.0,0.0,2025-12-15 15:28:22,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:28:22,yfinance
EURRON=X,5.092629909515381,0.0,0.0,2025-12-15 15:28:23,yfinance
EURRON=X,5.092629909515381,0.0,0.0,2025-12-15 15:28:23,yfinance
BTC-USD,89459.1640625,0.0,0.0,2025-12-15 15:35:09,yfinance
RON,,0.0,0.0,2025-12-15 15:35:09,yfinance
BTC-USD,89459.1640625,0.0,0.0,2025-12-15 15:35:09,yfinance
EURUSD=X,1.1763322353363037,0.0,0.0,2025-12-15 15:35:10,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:35:12,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:35:12,yfinance
RON,,0.0,0.0,2025-12-15 15:36:02,yfinance
BTC-USD,89456.4765625,0.0,0.0,2025-12-15 15:36:02,yfinance
EURUSD=X,1.1761938333511353,0.0,0.0,2025-12-15 15:36:02,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:36:05,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:36:05,yfinance
BTC-USD,89456.4765625,0.0,0.0,2025-12-15 15:36:22,yfinance
BTC-USD,89456.4765625,0.0,0.0,2025-12-15 15:36:27,yfinance
BTC-USD,89456.4765625,0.0,0.0,2025-12-15 15:36:31,yfinance
BTC-USD,89301.7734375,0.0,0.0,2025-12-15 15:41:18,yfinance
RON,,0.0,0.0,2025-12-15 15:41:19,yfinance
BTC-USD,89301.7734375,0.0,0.0,2025-12-15 15:41:19,yfinance
EURUSD=X,1.1760554313659668,0.0,0.0,2025-12-15 15:41:19,yfinance
EURRON=X,5.09266996383667,0.0,0.0,2025-12-15 15:41:21,yfinance
EURRON=X,5.09266996383667,0.0,0.0,2025-12-15 15:41:21,yfinance
RON,,0.0,0.0,2025-12-15 15:41:49,yfinance
BTC-USD,89301.7734375,0.0,0.0,2025-12-15 15:41:49,yfinance
EURUSD=X,1.1760554313659668,0.0,0.0,2025-12-15 15:41:49,yfinance
EURRON=X,5.092700004577637,0.0,0.0,2025-12-15 15:41:50,yfinance
EURRON=X,5.092700004577637,0.0,0.0,2025-12-15 15:41:50,yfinance
BTC-USD,89467.3671875,0.0,0.0,2025-12-15 15:44:51,yfinance
RON,,0.0,0.0,2025-12-15 15:44:51,yfinance
BTC-USD,89467.3671875,0.0,0.0,2025-12-15 15:44:51,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:44:52,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:44:54,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:44:54,yfinance
BTC-USD,89467.3671875,0.0,0.0,2025-12-15 15:44:57,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:44:57,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:44:59,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:44:59,yfinance
BTC-USD,89467.3671875,0.0,0.0,2025-12-15 15:45:01,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:45:01,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:45:01,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:45:01,yfinance
BTC-USD,89467.3671875,0.0,0.0,2025-12-15 15:45:08,yfinance
BTC-USD,89467.3671875,0.0,0.0,2025-12-15 15:45:15,yfinance
BTC-USD,89498.5546875,0.0,0.0,2025-12-15 15:46:43,yfinance
BTC-USD,89498.5546875,0.0,0.0,2025-12-15 15:46:44,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:46:44,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:46:44,yfinance
EURRON=X,5.092710018157959,0.0,0.0,2025-12-15 15:46:44,yfinance
BTC-USD,89514.71875,0.0,0.0,2025-12-15 15:48:48,yfinance
BTC-USD,89514.71875,0.0,0.0,2025-12-15 15:48:48,yfinance
EURUSD=X,1.1760554313659668,0.0,0.0,2025-12-15 15:48:48,yfinance
EURRON=X,5.0926899909973145,0.0,0.0,2025-12-15 15:48:49,yfinance
EURRON=X,5.0926899909973145,0.0,0.0,2025-12-15 15:48:49,yfinance
BTC-USD,89537.625,0.0,0.0,2025-12-15 15:51:05,yfinance
BTC-USD,89537.625,0.0,0.0,2025-12-15 15:51:06,yfinance
EURUSD=X,1.1759172677993774,0.0,0.0,2025-12-15 15:51:06,yfinance
EURRON=X,5.0926899909973145,0.0,0.0,2025-12-15 15:51:06,yfinance
EURRON=X,5.0926899909973145,0.0,0.0,2025-12-15 15:51:06,yfinance
BTC-USD,89563.4296875,0.0,0.0,2025-12-15 15:52:55,yfinance
